F41G3.12	G5EG68
F01D5.8	Q9XVA7
ZK795.3	O62518
T04A8.10	Q22139
T21D12.3	O16786
F33D4.7	Q7KPW6
R02F2.8	Q21652
Y59H11AR.4	Q9N321
T27E4.4	Q23052
C08B6.10	Q17821
C35A5.9	Q18477
C43E11.9	P91154
Y39G10AR.3	Q6AW07
ZC581.1	O01775
F19H6.1	G5EFM9
R05D3.2	P34535
Y43C5B.3	G5EDJ9
C45G3.1	O17666
Y37E3.3	Q9GR61
Y41E3.3	O62433
T10H9.3	O76413
R08D7.1	P30640
Y54G11A.9	Q9XVZ9
F33E11.3	O61853
F39B2.7	Q9XTZ1
K03A1.5	Q21166
C04G2.6	Q17632
C16A3.3	Q18038
F22B5.9	Q19713
R11A8.7a	Q21920
K12H4.4	P34525
F54D5.14	G5EG17
C44C10.10	Q18618
T26E3.4	O18131
Y110A7A.13	G5EEI8
T04G9.3	Q22170
F33D4.8	Q688C0
C01G6.7	Q17577
C39B5.6	Q9N5X5
F41H10.4	Q20298
C44C10.5	Q18617
C44C10.4	Q18616
F53F4.14	G5EC45
F29G9.3	O16369
F02E8.3	Q19123
H43I07.1	Q9UAZ0
T01D1.6	P91419
C17H1.8	O45259
T09B9.4	Q09350
F01G4.3	Q19103
F33A8.5	O62215
R12C12.2	Q21961
F22F7.7	Q9GZE8
R08D7.3	P30642
W07G1.1	Q9XUK4
F33H2.5	O62218
R03D7.4	Q09413
C30F8.2	Q95YD5
B0496.7	Q17522
F20D12.5	Q19641
T10H10.3	P91441
F27D9.6	Q19843
D2005.5	Q93413
T22C8.8	G5ED30
C29E4.4	P34343
Y119D3B.16	Q95Y71
F29C12.4	Q9XV52
ZK973.1	Q9N4L5
T04A8.6	Q22135
F19B10.10	O02075
C16A11.5	O76579
K12B6.8	O16387
F01G10.5	O17763
K01A2.5	Q9TZ58
Y34D9A.1	Q9BL86
T05H4.10	O16515
T14B4.1	Q22484
W09C3.4	P91529
F43E2.1	O02094
F17B5.5	G5ECM8
T17H7.1	Q22537
C50D2.6	Q8ITY7
B0511.6	O61815
Y23H5B.6	Q9N478
F49D11.1	O44729
Y54G2A.12	A5A8P6
T06D8.6	P53703
K11D2.1	O62303
C27F2.5	Q18258
C15H11.8	O17587
C43H8.1	Q9TZN1
F56A3.1	P91352
K06H7.9	G5EFQ1
Y66D12A.14	Q95Q02
ZK1236.7	P34623
R74.7	Q22031
K09H9.6	O44991
M04F3.2	Q95Y98
C28G1.3	Q18286
Y92H12BL.4	Q9BKW0
Y92H12BM.1	G4SNJ8
ZC168.1	G5ECW0
F49H12.3	Q9N5S5
F59F3.6	Q8MQ13
T23G5.3	Q03607
C26F1.4	Q18231
T09B4.4	O02159
C14C10.6	G5EEQ9
F02C9.1	P91206
F09G8.6	P34391
B0222.8	Q17460
B0222.6	Q17458
F35D2.4	Q20046
F08D12.1	P91240
ZK265.7	Q94404
K11G9.6	P17511
R13F6.10	Q21986
Y34B4A.3	G5EFN7
T25G12.5	Q22781
K05F1.3	Q21243
F28A10.6	Q95YB2
C08H9.1	P52714
F32A5.3	P52716
F45G2.9	O62251
Y57G11C.47	Q7YTI0
T28H11.5	Q23057
Y50D7A.9	Q965T4
C56C10.9	Q18887
EEED8.16	Q95QN6
Y66H1A.3	Q9TYJ8
ZK563.5	Q23533
F08B4.7	P90815
F32D1.11	Q4R145
C16D6.1	O62063
CC4.3	G5EEG7
ZK892.2	Q23655
D1014.1	Q18924
C56C10.12	Q18892
F33E11.2	O61852
F49E12.6	Q20619
C48D1.3	O02228
F08F8.8	Q95ZW1
Y67H2A.1	Q95PY8
C14C11.6	Q17978
Y45F10C.3	O62474
Y54E10BR.3	Q9N3D1
ZK1307.8	G5EC87
F26D11.6	A5A8R3
C09H10.1	Q17879
T25E12.4a	O45818
Y45G5AM.7	Q95XJ5
H06H21.3	Q9TXU7
F10B5.2	Q09305
F20H11.3	O02640
Y54E10A.10	Q9N3F0
Y70D2A.2	G5EEC8
C14C11.3	G5EFL1
Y39A1C.4	G5EDG9
Y51F10.5	Q8WTK2
C16C8.5	P91056
F26F2.7	Q9U3H8
F18H3.1	Q19577
C07B5.5	Q17778
F09G8.2	P34387
T26A5.4	Q22797
C32D5.9	Q09490
E02H1.5	Q09526
F12A10.9	B3WFT5
C34F11.8	Q18464
Y48G1A.4	Q9N3Q9
Y110A2AM.3	Q86S73
Y110A2AR.2	Q9N490
W03G1.5	Q9UAY0
T09A5.9	P45969
B0524.3	Q9N5Z9
F45E12.2	Q20429
JC8.4	Q95QD6
R13A5.10	Q95Y87
Y48A6B.7	Q9XXD0
F43G6.9	Q20374
C16C8.4	P91057
R08D7.7	P30646
Y57G7A.10	O76630
F26F4.5	Q19816
F49C12.13	Q20591
C18A3.1	Q09956
R11A8.2	Q21924
Y94H6A.10	Q75MI6
T12B3.3	Q9UAW8
ZC155.4	Q23244
T09B9.3	Q10049
T22G5.1	O02322
C34B2.5	O44951
F21D5.8	Q19685
F23B12.6	Q19752
F54B3.3	Q20748
C16C10.4	Q09250
K02F3.10	Q21154
T05C3.2	O16302
W06B4.2	Q23195
F15D4.1	G5EF07
F59B10.2	Q09950
F45G2.8	O62250
B0564.9	Q17531
B0564.6	Q17531
K02A11.3	Q21109
M60.2	Q9GYM9
C04H5.3	O62026
C06A8.2	Q17694
Y39E4B.2	Q9U2K7
R05F9.11	Q21749
T20H4.5	Q22619
Y46G5A.4	Q9U2G0
K03E6.4	Q21191
C14A4.11	Q17958
ZK353.7	P34630
F29G6.2	Q93635
C06G3.10	Q21444
K08H10.9	Q9XU81
R05D11.6	Q21738
C47E12.1	Q18678
W06B4.1	Q23196
F56A11.1	O44518
B0205.11	Q95X39
Y105E8B.7	Q9NF15
F52C12.2	Q95X18
F49E11.3	Q20605
M195.3	Q21565
C05E11.5	Q17663
C05E11.4	P54145
Y37D8A.18	Q9XWV5
C09H6.3	O17581
Y46G5A.31	Q9U2D9
T01H3.1	G5EDB8
F53E10.6	P91318
ZC410.2	Q23295
F56D2.1	P98080
F26A3.7	Q93591
Y67A10A.8	Q9U1V1
B0303.15	P34264
C02H7.1	Q17595
F38E9.5	Q20173
C33H5.6	Q18404
C33H5.7	Q18403
Y22D7AL.10	Q965Q1
ZK1127.4	Q23402
F54F2.7	P34452
C25A8.4	Q18143
F53C3.12	Q9TXT9
Y46G5A.24	Q9U2E4
Y108G3AL.3	Q95Y36
F34D6.3	O17185
C40C9.1	G5ECW6
F22B7.7	P34410
C07H6.4	Q95YF1
K08F4.2	Q21351
Y43C5A.7	Q0KHC3
Y38E10A.17	Q9NAJ4
Y45F10D.7	O62477
B0393.2	Q17491
Y39C12A.9	G5ECC5
R11G10.2	Q21950
E02H1.2	Q09523
T01C3.7	Q22053
Y43F8C.2	Q9XWN4
W03G9.4	O44750
Y45G5AM.2	Q9GUI6
W06D4.5	Q9XW41
K04G2.6	Q21225
C48E7.2	Q8IG67
M153.2	Q21545
F36G9.3	Q9XV34
C27C12.4	Q18251
Y52E8A.4	Q965T3
C08D8.1	Q17824
B0554.5	P91003
ZK6.8	O61865
B0554.7	P91007
Y39B6A.27	Q8MYL9
Y37A1A.2	O45919
Y52E8A.5	Q9N3H7
C13F10.7	O01489
C32E8.9	P91130
R11H6.5	O62349
K01A2.1	Q9TZ49
K12C11.1	O44995
F22F7.2	Q9GZF0
Y50D4B.2	Q9N4S9
E03E2.1	O17329
K07C5.3	Q21275
C07H6.1	Q95YE6
Y73B6BL.14	Q9GUG2
D1053.1	Q18938
C02D5.1	P34275
Y54E10A.2	G5EE66
K10C3.3	G5EGI7
C14A4.10	Q17957
B0464.8	Q9XVX8
T06E4.1	Q22257
ZK1055.1	O76447
C29H12.2	Q18315
B0207.4	O01427
F56D1.1	Q10127
F41G4.1	Q95YA5
R05D11.9	Q95ZR2
R05D7.4	O45707
F32B4.6	O62202
Y110A7A.16	Q9N595
T26E3.2	O45830
F08C6.6	Q19202
ZK563.7	Q4TTB1
Y39F10A.2	Q9TYN9
C03D6.8	Q17606
F54C4.1	Q9TZ90
W02F12.5	O45148
T23B12.7	O17002
C15C7.2	Q18013
B0284.2	Q17469
ZK1128.1	Q09644
T24H10.3	Q22751
F25H2.11	Q93573
T07C4.7	P41956
F37B4.7	O45166
C06H2.4	Q17766
C50E3.16	Q22931
C50E3.11	A7LPD9
C05D11.3	Q11183
Y39B6A.35	Q9NEU3
K04G2.11	Q95ZR7
R11E3.4	Q9TYX6
K12H6.11	Q9N5H6
Y24D9A.2	Q966C5
K07C5.7	Q21279
F39H12.3	Q20199
R10E4.4	Q21902
Y48E1B.5	O18199
Y57G11C.20	O18244
Y105C5B.9	Q9NAM7
ZK550.6	O62515
ZK550.5	O62514
C14A4.5	G5EG59
Y18H1A.2	Q9BL93
B0403.2	Q11076
C51E3.6	Q18771
R11E3.2	Q9TYX7
Y59E9AL.4	D6RYE3
T07G12.2	O18061
C27H6.2	O17607
F54D8.4	Q20781
D1022.8	Q18932
M18.6	Q21558
R08B4.3	Q9XVW5
B0035.15	Q17439
K04A8.6	Q94251
BE0003N10.3	Q965N2
T23B12.6	O17001
C15C8.4	G5EF26
C54A12.4	Q09930
B0412.4	P90983
ZC395.8	Q9GYG1
ZK632.4	P34650
C05C8.7	O16315
ZC513.5	Q23361
R10H10.7	Q19378
ZC395.10	Q23280
R10E4.9	Q21905
F39B2.11	O45503
Y43F4A.4	O45930
C25A1.4	Q9XVS2
Y53G8AR.6	Q9N3G0
R12B2.2	Q21954
C15A7.2	Q18000
C05D11.2	Q11182
R03E1.2	Q9XTY9
T14B4.3	Q22482
T24D5.2	Q22736
F43G6.6	Q20367
B0495.6	Q09215
T24F1.1	Q22743
F57C12.2	Q20940
T13C5.5	Q22460
F13G3.1	Q19418
M01E11.2	P91401
Y45F10D.4	O45948
F38A5.7	Q94207
F26G1.1	Q19833
D2089.3	Q18998
F39H2.3	G5EE11
T07A5.2	Q10045
Y119C1B.4	Q95Y83
T03F1.12	Q8I7G0
ZC262.8	Q95PY4
D2007.5	P34379
F32H2.4	P91867
C50F4.14	Q968A5
T21B6.5	G5EC08
F33D4.5	Q7KPW7
F08F8.4	Q19206
F53A3.2	G5EFY1
Y57G11C.13	G5EDC6
F53B7.3	Q20716
F30H5.1	G5EG62
C27F2.4	Q18257
B0212.5	G5EBV8
Y75B7B.2	Q9N4D2
C46H11.8	Q9GYJ3
F13H8.7	Q19437
C52E4.3	Q18786
F15A4.9	O17812
ZK938.2	Q23672
Y51B9A.4	Q9XXC4
C06G3.9	Q17750
T01C3.2	Q22056
C56G7.3	Q09292
Y75B8A.14	Q9XW68
B0207.6	O01426
Y48A5A.1	Q9TYM6
R09B5.5	O44606
C37H5.5	P91136
T04H1.5	Q22178
D2045.7	Q18988
F36H1.6	G5ECV9
Y47D3A.28	Q9U2C2
E04F6.4	Q19056
C07E3.2	O17580
ZK1098.8	P34607
ZK1098.3	P34603
Y57A10A.13	Q9NA69
T26G10.1	P34580
F44E2.10	Q95QG1
F44E2.4	P34434
T11F9.11	Q22392
T05F1.10	O18030
M04F3.1	Q95Y97
F59A3.6	P91356
F59A3.5	Q8I7G2
K02D7.4	G5ECG7
F38G1.1	G5EGF0
ZK892.4	Q09618
C24A3.4	Q18122
C35C5.6	Q93330
ZK112.1	P34610
Y6D11A.2	Q8WTM6
T13H5.5	Q22470
C26D10.3	Q18213
C30B5.4	Q18318
Y37E11B.5	Q9TYN2
Y66D12A.12	Q95Q03
K03H1.7	Q21196
T06D8.2	Q22249
C40H1.3	Q03573
H43I07.3	Q8WSL9
C43E11.7	P91148
F16A11.2	P90838
Y54E10A.5	Q9N3F1
T02C12.3	Q22093
C45G9.2	Q09504
F22B5.10	Q19714
C43E11.1	P91156
M02G9.3	Q9XUS0
B0334.15	E1B6R8
B0334.5	Q17477
C27A2.7	Q4TT89
Y45G12B.3	Q9N4Z0
T16G12.5	Q22528
T13G4.4	Q966F6
R03D7.1	Q09582
F13G3.11	Q95QL2
Y57A10C.6	G5EDP2
E04F6.3	Q19058
T01E8.9	Q7YWU9
F01F1.7	Q95QN2
C48E7.6	Q8IG72
C04E6.11	O01470
C14C10.4	Q17974
F33A8.1	Q17336
T13H5.1c	G5EC69
Y40B1B.8	Q9U2J0
F55C5.5	Q20819
R05F9.10	Q21746
T22C1.1	Q22662
W01G7.3	Q9XVH6
Y42A5A.5	Q7YWR3
T15D6.1	G5EEN0
K07H8.8	O45177
Y87G2A.16	Q7YXB5
F36D1.8	Q9XV37
Y48G1BL.7	Q688Z7
F49D11.6	O44721
C54F6.3	O16449
F25E5.2	O76655
C18B2.1	Q18079
T27C5.12	Q5FC32
K06H6.5	O17104
F20C5.7	Q86D14
C41C4.1	Q09272
F55B12.2	Q93792
T09E11.3	Q9XVF9
C31B8.9	O16902
C18B2.2	Q18078
F56H6.13	Q9GS12
F10C2.6	P90831
ZK593.7	Q23543
F01F1.2	Q19093
ZK177.3	Q09659
F54D11.1	Q22993
Y50D7A.10	Q8IAA5
F33G12.2	Q19986
F35H10.6	Q20070
C25A1.3	Q9XVS1
F53A2.5	O45550
Y71F9AL.14	Q9N4I1
Y59A8A.1	Q9GS00
F56C3.1	O61760
D1007.12	O01868
C06H2.2	Q17764
T28D6.7	O18155
B0261.1	O01441
C16A3.5	Q18036
Y71H2B.3	Q9N4E9
C47E12.7	Q18674
F02C9.3	P91203
B0286.6	Q6AHP9
F53F8.5	O62258
B0564.1a	Q17533
Y6D11A.1	Q9N4P9
W03F8.3	O44568
Y60A3A.14	Q9U1Z2
T08D2.2	A4F320
Y60A3A.8	Q9U1Z5
C33G8.2	Q18401
ZK643.8	G5EDQ6
B0285.3	P46553
T16G1.1	Q9XUQ0
F47E1.4	Q95ZT3
Y32F6B.1	O62421
F21G4.1	Q93550
ZC376.5	Q23270
F26F2.8	Q5WRM4
F35C5.11	O45447
Y106G6E.5	Q8STE5
F44G4.1	P54073
ZK632.9	P34654
Y105E8A.2	Q9NF22
F48E8.4	Q09396
ZK370.8	Q02335
F52C9.1	Q10122
T15B7.2	O17040
F55C9.11	Q9XUY6
B0198.1	Q17441
F57B1.2	Q20924
R02D3.2	O44502
C06G3.2	G5EBX0
W06D4.1	Q9Y041
Y48A6B.5	Q9XXD2
C10C6.6	P90747
C53B7.4	Q18803
K07A12.3	P90921
C17E4.6	Q93230
F55C10.5	Q7YX00
K04B12.3	O62301
ZK863.6	Q10661
Y62E10A.10	Q9U1X6
C54C6.6	Q86D25
C01A2.5	O02209
F25B4.1	Q22968
Y59A8B.26	A5PEY4
C56A3.1	Q18880
F57F4.3	Q94246
Y54G2A.14	Q9N3B9
T26C12.6	Q4R111
Y54G2A.33	Q8WTL2
F38A1.10	A4F315
Y46C8AL.5	Q9N3W5
R07C12.2	O44524
Y54G2A.39	Q60F71
R07C12.3	O44523
Y46C8AL.4	Q9N3W9
F38A1.13	A4F317
R07C12.1	O44525
M162.2	Q9XUC9
K08D10.10	Q21316
F56D6.2	Q8ITX4
F33G12.4	Q19988
R02F2.9	Q95QC2
B0564.2	Q17527
H21P03.2	Q9XTV3
Y47D3A.27	Q9NAH3
F49E10.1	Q20600
D2013.2	Q18964
C31C9.4	O45286
F32A5.7	Q19952
Y46G5A.2	K8ES01
C25D7.8	Q9XVR6
F52C9.3	Q10123
C33H5.17	Q18418
F32A7.4	P91862
Y38F2AR.2	Q95XS1
F53A2.7	O45552
T02G5.8	Q22100
T02G5.7	Q22101
M03C11.8	G5EDG2
F30A10.9	Q93638
F46G11.1	Q5WRT0
F46G11.2	Q5WRT1
C36B1.14	Q3S1J0
F53B6.5	P90883
T27A8.3	P50581
R13A5.12	Q95Y89
C07B5.3	Q17776
F36D4.2	Q20100
T12G3.5	Q22438
T22C1.3	Q22672
Y75B8A.7	Q9XW58
F53F4.11	Q20720
C04F5.9	Q9GZC9
K09E4.4	Q9NAP6
F57B10.10	P52872
F28H1.3	O01541
W09G3.8	Q7YTG6
C06G1.2	Q17742
F28A12.3	Q22971
ZK970.8	Q7YWN1
T06D4.2	O16650
B0024.13	Q17428
T13F2.2	Q94045
C44C1.2	Q18607
R09B5.12	O44609
Y42H9AR.3	Q9N3Y4
C09H10.2	P48166
F59E12.10	O01901
Y49E10.15	Q9XTU6
C05C8.6	O16313
C08E3.2	O17197
F28B4.3	Q19853
K08E7.1	Q21342
F58G1.8	O62278
Y119D3B.15	Q95Y72
Y71G12B.10	Q95XN1
F25H8.6	Q19787
F18E2.3	Q19555
M04B2.3	Q21501
F10E9.4	P34398
ZK430.1	Q23495
Y73E7A.2	Q9GUM5
K02E11.1	Q21145
K09A9.3	Q93871
F16H11.3	Q19495
F26E4.9	P90849
R31.3	G5EDF6
Y54F10BM.14	G5EBY6
Y54F10BM.1	Q95XK4
Y45F10A.3	O62460
D2024.2	Q18974
C33C12.9	O16582
F14F3.3	Q19468
Y39G10AR.10	Q95XR4
C17E4.2	Q93228
Y47G6A.17	A2A266
F56A3.4	P91349
Y5H2A.4	Q4R172
F56H9.6	Q564Z3
Y105E8A.8	Q8WQB4
C35D10.16	P58798
K02B12.3	Q21115
K06A9.2	P91364
C07H6.2	Q95YE7
ZK945.8	Q09384
K10H10.7	O45684
C03F11.2	Q11123
F53B1.6	Q20700
C25D7.5	O17598
ZC434.4	Q23314
F10B5.9	Q7YX41
E02H9.6	Q9TZA2
C48E7.3	Q8IG68
Y65B4BR.1	Q9N2Z4
F09C8.1	O01300
W02B12.1	Q23119
Y73B6BL.37	Q8MXQ8
F13H8.11	Q95QL1
R07B7.8	Q21799
Y40B10A.9	Q965W0
K07B1.2	O01884
C26B2.6	Q18195
F08C6.3	G5EFV8
F22D6.4	Q19724
M01A12.1	E5QCF2
ZC395.7	Q9GYG4
F38E1.9	Q20157
F56H6.5	O45583
H43I07.2	Q9UAY9
C01F1.2	Q17557
F59A3.3	P91353
W03G9.7	O44754
F38E11.3	Q20166
F07A5.5	Q19136
T04F8.1	Q22161
AH6.2	Q09201
F37H8.4	O17863
C41C4.10	Q5FC79
C14F5.4	Q09972
C34F6.7	O17638
F26F4.1	Q19824
C27D11.1	P34339
F32D1.9	O16293
K11D12.1	O44626
C30H6.4	O45275
F56A3.2	P91351
F57B10.9	O44735
C55A6.9	P90783
H26D21.1	G5EFI9
CD4.5	O44157
F39H11.5	P90868
T10B11.2	Q9TZI1
C24H12.12	Q3LFM5
C24H12.2	O17164
F10E7.7	P49180
F39H2.5	Q8T3E0
F02E9.1	O01314
F54C8.5	P34443
M01F1.2	Q27389
Y32H12A.3	Q9N538
F59E11.2	O16764
ZK816.5	Q23612
Y113G7A.3	Q9U2Z1
T18H9.6	Q22550
R09F10.3	Q23026
F55B12.4	Q93795
Y106G6H.7	Q9XWS2
C18D1.1	Q09478
K10B3.5	Q21406
F38B7.3	Q20151
T02H6.2	Q9N5E3
F07C3.1	Q19153
F56H1.1	G5EEW0
Y46E12A.3	Q9N3V8
C16D6.2	O62062
T16H12.4	P34567
T06D8.3	Q22250
Y55F3BR.1	Q9N341
F20A1.9	Q19614
Y43C5A.3	Q9XXF1
C05G5.3	Q17677
F26F4.11	Q19826
B0361.8	P53993
F35C11.7	Q8I4J7
F11C7.7	Q8MQ78
K07A1.10	P90915
F10G7.1	Q19329
C04H5.1	O45241
F38A5.13	Q94216
C32E8.7	P91124
F53B2.6	G5EEC5
C43H6.1	Q5WRR4
R07H5.1	Q93930
Y53G8AL.2	Q9N3H3
F08F3.4	Q22945
F08F3.10	Q8I7H1
Y92H12BR.8	Q9BPN6
Y56A3A.31	Q9U230
Y52B11A.9	Q9XWF2
F21H12.1	Q09309
F46H5.4	Q20487
Y37D8A.21	Q9XWV4
Y48C3A.20	Q9U287
F08G12.2	Q19211
K01C8.6	Q21083
Y48E1C.3	O18207
E01G4.1	O02236
F36A2.2	Q9XVN8
T22E7.2	Q9N5D8
Y75B7AL.2	Q965S7
R09E12.3	O16259
T13H5.7	Q9U6P6
T25F10.5	Q23049
C30F2.5	Q7YX85
C33H5.11	Q18408
K03B8.9	P54244
F59B1.9	G5EG88
F28F8.1	G5EG72
T01H10.1	Q22079
T05B4.1	O16426
Y105C5B.16	Q9NAM5
T01H10.2	Q22080
T01H10.3	Q22081
F58H7.3	O61216
T01H10.6	Q22085
Y45G5AL.2	Q4R170
R13A5.4	Q95Y94
T01H10.7	Q22084
F48E3.7	G5EGR1
Y57G11C.2	O18228
F17E9.8	O61519
K03F8.2	P54246
Y57G11C.49	Q6BEQ0
F17E9.7	O61520
T01H10.5	Q22083
C04C3.2	O44452
R03E1.3	Q9XTY8
Y58G8A.1	Q9N4R6
C41G7.3	Q93367
T24C12.3	Q22721
T08A11.2	G5EEQ8
F07F6.2	Q09303
F11A10.8	Q7YTG9
F56G4.4	Q9XUY1
C05C8.2	O16311
F20D1.2	Q93534
Y39G10AR.21	Q95XR2
ZK1128.4	Q09645
C18E3.6	O02096
Y65B4A.4	Q9BL63
F37B12.3	Q20118
ZK829.6	Q23623
F20D1.6	Q93538
Y61A9LA.12	Q7KX06
F42G8.12	O44512
C52B9.4	Q22938
CD4.3	O44159
C33E10.10	O61799
C34E10.10	Q95QS4
C17H12.2	O45086
F16D3.4	Q19493
ZK809.9	G5EF38
F14E5.3	Q19460
F14E5.6	Q95QK6
F39C12.1	O61201
Y47G6A.18	Q9N3S8
W10D9.3	C0Z1Y1
Y94H6A.8	Q9N2W7
C46H11.3	P91167
M01B12.3	O61861
F52C9.7	G5EBT5
C02B10.2	O44445
C50B8.4	Q18728
F58B3.6	Q20965
C18D11.2	Q9XTZ5
W03F9.10	O16997
K01A11.2	Q21069
F22B7.9	P34412
Y71H2AM.4	Q9BL33
F52C12.1	Q9TXV7
F58E10.4	Q9XUW8
T23G7.4	Q22706
F59C6.5	Q93831
Y27F2A.5	A3KFC9
F59H6.5	Q9N5Q7
C11G6.2	Q17908
ZK250.9	G5ED32
Y116F11A.1	Q9U3T4
Y16E11A.2	G5ED32
F33H12.6	O44843
Y46B2A.2	Q9N4X4
R74.1	Q09996
ZK1058.4	Q23382
Y102A5C.16	Q9XX76
C36B7.6	Q966P8
R166.2	Q22003
T13H5.8	Q95QB1
ZK863.3	Q23651
Y59A8A.2	Q9GRZ5
Y63D3A.7	Q9XWG2
C25A1.13	O02220
C34B7.2	P90770
Y67D2.6	Q9BKQ8
Y108F1.5	Q8MXK2
R02D3.5	O44501
F37C12.2	Q20123
F41H10.11	Q9BI89
F53C11.7	Q93759
F53C11.8	Q93758
F28C10.3	Q19858
C42C1.2	A3QMB1
Y76A2B.2	Q9XWD2
Y53C12B.2	O18216
R03A10.3	Q21657
C16C10.10	Q09253
F54A3.4	Q9N4K2
C17G1.7	Q93244
K10H10.2	O45679
F59A7.9	O16284
F01D4.8	G5EF21
F13B12.4	Q19374
T25D3.3	Q965I8
C18D1.4	G5EDT2
Y119C1B.1	Q95Y76
Y39G10AR.16	Q95XQ6
Y23H5B.2	Q9N473
Y47D9A.3	Q9N4V6
H27M09.5	Q9N5K4
T12D8.3	Q9XVJ0
F26A1.15	Q45EL0
ZK265.9	Q5CZ37
F54F3.4	G5EGA6
C01A2.4	O02208
K10B2.4	Q09993
B0272.2	P41941
M03E7.5	Q21499
B0035.4	Q17435
R05D11.7	Q21739
B0025.4	Q8WQC3
ZK430.5	Q23491
Y47G6A.12	G5ED39
W08E12.7	Q9N5B3
Y65B4A.8	Q9BL56
F08B4.5	Q19196
F26B1.3	P91276
F53B2.5	Q20703
F28F8.3	O18694
F30F8.3	Q93654
C26C6.9	Q7YX71
T05A12.4	H2L0J8
T22D1.6	Q9GZH8
ZK546.5	Q23521
C50D2.5	Q8ITY4
C50D2.10	Q4W501
Y50D4A.4	Q95Y58
C05C8.5	O16312
W06E11.4	Q23202
C35D10.5	Q18485
F26B1.7	P91278
D1081.4	Q18957
Y105E8A.5	Q9NEZ7
ZK546.13	Q23523
F13E9.13	Q1NZ26
F13E9.3	Q19408
W05E10.1	Q23173
T28C12.2	O16697
T28C12.1	O16698
ZK550.2	O62511
W01B6.3	Q23104
W03C9.6	Q23149
F57A8.7	G5EBJ1
F52F10.2	Q9UAR0
C25E10.4	Q18153
C25E10.5	Q18152
F53B1.2	Q20696
Y22D7AL.8	Q965Q4
F53H8.4	Q20735
W07E6.3	Q9TYV2
T02C1.2	Q7YWU1
ZK512.4	P34642
K10C9.3	O61887
F23C8.4	Q9TXH9
ZK353.8	P34631
C15C6.4	Q9XVT1
C55B7.8	Q966M6
Y50D4C.6	Q8IAA1
D2096.4	G5EF65
F56H9.5	Q10573
ZK632.8	P34212
ZK809.7	Q23601
F54C9.2	Q20752
F23B2.4	G5EFW7
C43E11.8	P91149
ZK813.6	Q3S1M5
Y22D7AL.9	Q965Q2
B0024.11	Q17426
F45E6.3	Q20436
C33F10.2	Q18386
R186.3	Q22013
W09D10.3	O18180
Y39E4B.1	Q9U2K8
F55C5.8	Q20822
Y59E9AR.5	Q9N2K7
Y55F3AR.1	Q9N356
C01A2.3	O02207
T03F6.1	Q9XVJ3
Y110A7A.11	Q9N598
T20F5.3	P91478
DY3.5	O45322
ZK1098.5	P34605
T08D10.1	G5EEG1
T23F6.4	Q9XU67
F16C3.1	Q9XVQ0
C24B5.1	Q18130
C25E10.12	Q18161
D1043.1	G5EDW9
F39H11.3	P90866
M142.5	Q21541
Y71H2AM.2	Q9BL29
K08F9.2	O17939
C33A12.1	Q18359
C46F11.4	Q93382
F57C9.5	O01820
Y73B6BL.30	Q95XD3
F23B12.7	Q19753
Y87G2A.13	Q9U1P9
F09G2.3	O17404
B0222.3	Q17455
C48A7.2	Q18697
B0222.2	Q17454
W05H5.3	P91840
B0331.2	O45220
D2023.6	O17735
F52H3.1	Q20679
W03G11.3	P49713
C27F2.10	Q95QU0
ZK856.10	Q23645
T01E8.1	G5EF30
C14B1.5	P49958
DY3.6	O45323
ZC116.3	Q20911
F31D4.4	O45419
F46E10.9	G5EC91
B0280.5	P41996
W03F11.1	O01780
K07F5.11	Q21294
T28H11.1	Q23062
F20H11.1	O01738
F54C9.9	Q20760
B0336.8	Q10931
C03H5.5	O16656
F52C12.3	Q9TXV5
Y87G2A.11	Q9U1Q0
Y47G6A.6	Q9N3S7
F21D5.1	Q19680
T28D9.10	Q10013
C03A7.14	O16511
C03A7.7	O16501
F35A5.3	Q20002
T23F1.6	O18118
C24B5.5	Q9TY01
AC3.4	Q17401
M02G9.2	O17969
R09F10.7	G5EGB7
F19G12.7	Q19594
M195.2	Q21563
Y105C5A.6	G5ECQ7
F31A3.1	Q19919
Y105C5A.5	Q9NF69
Y5H2A.3	Q86S74
Y105C5A.4	Q9NF70
C03A7.8	O16502
AC3.3	Q17400
F11A10.2	Q19335
Y48C3A.10	Q9NAG2
F21F3.3	P91266
M01E11.1	P91402
F52H3.5	Q20683
F17C11.8	Q19519
R07E5.1	Q21827
Y73B3A.1	Q95XE2
Y73B3B.2	Q95XE0
K10C3.2	Q9XU56
C50D2.7	Q86S40
Y17G7B.12	Q9XXI3
Y50D4C.3	Q965Q9
T07C12.12	G5EF82
M01E11.3	P91399
Y46H3A.7	Q4W5T0
W06H3.3	G5EC98
Y47G6A.11	Q9N3T8
Y110A7A.8	Q9N592
F15D4.3	Q93511
Y94A7B.11	A8DZ48
ZK430.7	Q23494
ZK637.3	P30639
F27C1.6	P91280
T05B4.3	O16424
C01F6.9	G5EDA6
C32A3.2	Q09261
K01G5.9	G5EF83
R05F9.6	Q21742
T04G9.5	Q22169
K08F4.3	Q21352
W05H7.3	O02173
D2005.3	Q93408
C27D9.1	Q18255
B0213.4	O44664
B0213.6	O44662
T19C4.7	Q95ZN4
B0213.5	O44663
B0213.3	O44665
B0213.2	O44666
M88.2	Q21601
M142.6a	O45962
Y6D1A.2	Q9U1S9
T07A9.2	O44413
T10B10.2	Q22370
